gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
BYSL,4,-0.183038799,0.304641069,0,0.046278279,0.251133837,0.126634452,-0.887341369,0.339758895,-0.568633481,0,0.785405689,1.176603814,-0.221921216,-0.336975798,0.451511813,-1.566821138,0.811411795,0,-0.524033793,0.316889138,0.117121126,-0.139300651,0.273127725,0.736351002,-0.159390857,-0.380120914,0.475571748,0.066779549,-1.451408909,-0.269968396,2.13210018,-0.012143725,0,0.968850521,0,0,-0.313930481,-0.695276463,0.528054801,0.958553627,-0.068500016,-0.215417336,0,0.636529586,1.339820884,0.519479712,0.244632556,0.036578423,0.725791979,0.432382786,0.715001003,0.096394957,0,0,0.85554884,-0.21573922,1.682858709,0.435298945,0,0,-0.15651709,0.079138591,-1.53354948,-0.045258564,-0.492042444,0,0.165023797,-0.800550725,-0.47264383,-0.936160826,0,2.388888036,0.474085934,3.762430513,-0.833829991,1.01968013,0,-0.305934518,0.29739386,-0.310357822,-1.511009662,-1.398730744,0.201190179,0.69517246,0.396004273,-1.552631534,0.076128592,-0.351527561,0.580972603,0,-0.408633618,-0.197198163,1.356409179,-0.297403149,-0.021333575,0,0.346437935,-0.089318467,-1.123145054,1.064128068,-0.25438237,-0.276528402,0,0.145872072,-0.26057867,-0.734879929,-0.064301859,0,-0.975351437,0.060136419,-0.036627801,-0.199834612,-0.328661644,0.079118911,-0.158600465,-0.557912339,-0.292938906,0.276995495,0.150724081,0.379399847,-0.975165082,-0.618498041,0,1.773871883,1.23100694,0.418428928,0.174378324,0.462269258,1.093673034,0.161628214,-1.918476967,-0.83026309,-1.550082946,0.887514568,0.02390386,-0.24422135,0.708864442,-2.227711785,0.913498944,0.112736691,0.122032308,-0.65478662,0,0.137220536,-1.551763346,-0.297379276,0.535224292,0.058097024,-0.257106832,-0.137425867,-0.324430253,0,0.203539457,-0.273450284,-0.281010456,0.21395695,1.109359535,-0.356080014,-0.270027562,-0.037047529,0.203397975,0,0.169520539,-0.888477108,-0.106321611,-0.087790696,-1.173278568,0.329070176,-0.365202017,1.542453996,0.341648559,0,0,0.132186158,0,0.972283249,-0.019437081,-0.322586174,0.720326511,0,0,0,0.472854009,-0.197990828,0.310489805,0.033376883,0.202130311,0.333951625,-0.140027217,0,-0.177149812,0.614721305,-0.320244723,0.003788674,0.263648319,-0.208756456,-0.209960434
SLC22A13,4,0,0.810008525,0,-0.328604162,0,-0.284987691,-0.057626196,0,-0.2080328,0,0.075056705,0.592703265,-0.074798723,0.13528813,-0.185613511,0,0,0.228503423,-0.362586785,-0.248739153,0.199131657,-0.249364068,0.235039921,-0.396305327,0,-0.913946344,-0.216654692,-0.029759464,0.091536849,0.379783482,0,-0.021325427,-0.627083091,0.081615646,-0.125868279,0.599425883,-0.551315772,0.765720089,0,0.02677064,0.599089796,0.585911157,0.110651626,0.220885683,0.502843371,0.132884173,-0.601993627,-0.49220149,-0.145458812,0,0.565382126,0.170943951,-0.211200324,0.06937901,-0.267534627,0,0,0,0,-0.176503887,-0.327334408,-0.208506243,-0.09192902,0,0.567790239,0,-0.948950607,0.595155971,0.081185595,0.119448088,-0.531550446,-0.011794956,0.057097913,0,0.559105657,0.240778271,-0.06044345,-0.17504874,0.203761543,0,0.110130713,0.081954977,0,-0.164174848,0,-0.676828484,0.02971995,0,0.562394494,0.056704934,-0.10609352,0.399842065,0,0,-0.337214278,0.288458098,0,0.215477712,0,0,0.380564596,0,-0.01127778,0,-0.28769391,0,-0.262200834,0.136944825,0.81893398,-0.310076703,0.397302578,0.157431182,0.177185246,0,-0.145003033,-0.101009302,-0.471799927,1.014126836,0,0.662463478,0.022352614,-0.019167817,0,0.204773652,-0.079416148,0,-0.201495224,-0.03708001,0.07383188,0,0.122811291,0,0.043210726,-0.140871482,0.005527776,-0.030963497,0,0.158268078,-0.049962708,-0.183690964,-0.680963721,0.162595956,0.056166966,0,0,-0.289907493,0,0.651538893,0.03729552,-0.387168455,-0.40851985,-0.258293694,0,0.007067628,0.341539596,-0.002796509,-0.549877414,0,0.025598583,0.247372749,-0.000700492,0.179942285,-0.064077959,0.553409721,-1.118741119,0.008641961,-0.098966491,0.291546862,0.107804,-0.067436543,0.665614132,0.143807333,0,0.233425102,0,-0.067620173,-0.590334533,0.264856947,0,-0.277521211,-0.648910371,0.008865762,1.325459738,0,0,0,0.356209879,0,0.744770268,0,0.200355141,0.963099847,1.445590498,0.144386929,-0.095874728,0.303136682,-0.556556728
NEMP1,4,0,-0.261249417,-0.346169237,0.904859425,0.290991155,-0.120343289,0,0.109936893,-0.036547161,0,0.678613184,0,0,0.048505649,-0.172757239,0,0.071149711,0,-0.207731088,-0.262007282,0,0,-0.011996469,0.119590166,2.545575589,0,0,-0.335083944,0.042547506,0,0.106748363,0.03553869,0.081418914,-0.28608909,0,1.495888545,0.03264598,0.062977155,0.174999164,0.036766158,-0.6193273,0.117316664,-0.029495773,0.273291537,0.767079464,-0.083371666,0.9259049,0,0.058281299,-0.556078181,0.176095061,0,0.467326938,0,0,-0.20771135,-0.243439315,0,0.187935853,-0.201459057,-0.119112797,-0.067648944,0,-0.112330386,-0.204760205,-0.070987316,0,0,0.439415797,-0.070129104,1.077750321,0.172571385,0.651036411,-0.218325857,0.089201716,1.04737222,0.150366274,0,-0.727038331,1.426029949,0,-0.322404963,0.080117874,0.477965934,0,0.48335621,-0.339286144,-0.03091864,0.400482561,0.031860031,0.17945141,-0.191783762,-0.399721659,-0.152442449,0.205446653,0.012852054,-0.343178832,0,-0.058088721,0.872628951,0.720798124,-0.327014401,0.129084055,0.146911926,-0.122406565,0.21239831,0.316281858,0.554374096,-0.069199488,0.248651509,-0.212211057,0,0,1.053283801,0.169545631,-0.098988162,0.208933536,0.12287284,0.21555669,0,0,0.034026664,0.583396869,-0.128912461,-0.186755532,-0.425010653,-0.099117917,0,-0.447609815,0.031817018,0,-0.330038261,0.07068581,0.385427258,-0.319247466,-0.133825296,0,0,-0.44737082,0,-0.401794374,0.162156989,0.100815011,0,0.107454291,0,0,0.225303536,-0.26481041,-0.019080453,0.147218985,0.07617797,-1.014497813,-0.337371403,-0.124358943,0,1.83864606,0,-0.220226495,1.546393969,-0.166252862,-0.241396474,-0.109641263,-0.203173191,0.162856576,-0.148205298,0,0.091885147,-0.251679856,0.032604802,0,0.186179147,0.414111975,0.320264991,-0.016373731,-0.568436194,1.088148314,-0.260540461,0.139860136,-0.38556878,-0.295695701,-0.949880706,1.430663178,0.134594929,0.325093588,-0.61097524,0,0.203010674,-0.325679604,0.195289367,0.016727483,-0.031525789,0.659826269,0,0,-0.517880629,-0.152375014
MRPL19,4,0,-0.133859431,0.156205543,0.340306989,0.098042956,-0.601364768,0.33574455,-0.029272767,-0.161540265,0.003252854,0,0,-0.244578833,0.111446254,0.375027615,0,0,0.052665536,-0.030170719,0,-0.190183408,0.047559979,0.275090252,-0.081224744,0,0.430307944,-0.317495728,0,-0.245348714,-0.060760844,0.010970581,-0.341661047,0.180848936,0.555114789,-0.55888824,0.336411821,-0.670853684,0.371537092,0.159196756,0.190520882,0.100324849,-0.072406486,-0.061772407,0,0.124375795,-0.296256133,0.326922573,-0.361936382,0,0.150663886,0.127759443,-0.000785991,0.040540519,-0.257005015,0,0,-0.008449133,0,0,0.40089305,0.000454013,0.445355684,0,-0.224847228,0,-0.233492309,-0.29792986,0.56211565,-0.350547653,0,-0.311131699,0.056195113,0,0.15979516,0.31955571,0,0,0.135538082,0.149468308,0,0,-0.045707556,0,-0.548556374,-0.054417204,-0.299223882,-0.119105783,0,0,-0.187467563,0.311316264,0.364882106,0.045739956,-0.081793269,0.032530341,0.062404169,0,-0.071141985,0.349622337,-0.189957691,-0.333617144,0.75521017,0.351267209,0,0.267775981,-0.10812165,0.368262572,0,0.003932357,0,0,-0.270953066,-0.178731515,-0.076042703,-0.315519304,0,0.141834969,0.052617425,-0.564079122,-0.049101669,0.033283916,-0.200964615,0.541384227,0.427065866,0.476616061,0.401321188,0,0.491737253,-0.138367486,-0.149940392,0.13566832,-0.165154546,0.247438093,0.770878661,0.293462154,0.274585487,-0.293266408,0,-0.424223609,0.006782319,0.006441856,0.040533419,-0.202751166,-0.159862537,-0.519084696,0.094690261,0,0.273484166,-0.022150138,-0.160702505,0.08423993,0.29443809,0.062224567,0,-0.069503993,-0.229957831,0.409525586,-0.007501322,-0.507675436,-0.29110199,0,0.31119102,0.317356613,0,0.333578413,0.417566157,0.139141652,-0.313708492,-0.241222371,0.412277163,-0.570811922,0.241592448,-0.128167232,-0.175101304,0,0.407526343,-0.205600649,-0.412344751,0,-0.064948476,0.241888056,0,0.052575492,0.003070435,-0.155402375,-0.379307209,-0.042210017,0,1.114624371,0.595739379,0,-0.256207769,0.391679504,0.785538223,0.265675929,-0.816394651,0.202310094
CLNS1A,4,1.038997213,0.714396376,-0.306638372,0.700259822,0.140512285,0.312080379,-0.248982013,0,0,0.930543068,-0.123895732,0,0.330755699,-0.49993565,-0.184786738,0.122836995,1.761971699,0.04583688,1.342045234,1.039446298,0.855361868,0,-0.873172078,0.297127707,-1.106434185,-0.341051641,0.743253763,0.051081699,-1.138612902,0.947632112,-0.08142505,2.436144913,0.399150127,0,-0.119787687,-0.598798433,0,0,-0.85897397,-0.460625869,-0.239291229,0.551896923,0.261376883,0.027181525,0,0.433763651,-1.54718697,-0.131214365,-0.368605173,0.028211808,0.310671004,-0.379634183,-0.377729708,-0.577412732,0.233052568,0,-0.527969688,-0.897403994,0.355601723,0.10230426,-0.462226332,-0.194256974,-0.125395019,-0.309374126,-0.336925932,0,-0.278676366,-0.654198394,-0.117818668,-0.82767095,-0.794643486,-0.520206992,-0.799374983,-0.043352824,-0.013357711,0,0.102636305,-0.195922605,0.395511246,0,0.08802533,0,0.353676306,0.321017606,1.598431148,-0.248939293,-0.309878576,-0.052806745,-1.096465091,-0.119324637,0.295947429,-0.126030651,-0.552524155,-0.7718312,0,0.703954708,-0.732232564,0,0.161618785,0.79039601,0.053689035,0.671158653,0.41700631,0.272001098,-0.178330094,-0.077762131,0.578673815,0.17141549,-0.140657228,-0.75903268,0,-0.653570587,-0.127959813,0.039017592,0.231486177,1.249630798,0.683199585,0,0.158456028,-0.565358151,0,-1.182442632,0,-0.270575436,2.636217511,-0.517301219,1.299620546,0.844156574,-0.472162405,0,-0.13787394,-0.619887919,-0.004838621,-1.272124479,-0.140689178,-0.830578762,1.432299811,0.636159286,-0.756745592,0.481287228,0.203386498,0,0,-0.218766065,-0.274884312,-0.873115228,-0.285549804,0,-0.042975683,-0.396795871,0,-0.299861432,0.247393384,-0.639714228,0.645201904,0.559713879,1.490908627,3.005609284,-0.946650849,0.199612713,0,0,0.43619387,-0.197374417,-0.718611643,0,0.461374234,-1.096813957,0,0,0,1.088734044,3.274852639,0.667407639,1.202679826,3.197451297,-0.977050092,-0.010325077,-0.356744358,-0.705959698,0,-0.287175157,0.224570944,0.361998391,-0.294136735,0.40031939,0.177056677,-0.379354757,0.426919862,0.754185818,0.196095109,-0.756305151,0.483657889,0,-0.236386138,0,0
GPN1,4,-0.158622581,0.467790102,0.838019207,-0.270971128,0.984869877,-0.135395501,0.170075024,-0.217022668,0.368970683,-0.006932496,0,0.550762689,-0.03395805,0.265492989,0.240535703,-0.556603008,-0.705749679,-0.327287831,0.19998205,0.335578228,-0.272955991,-0.168355575,0,0.411698665,0,0,-0.741009088,0,-0.589825087,4.780854468,0.703642271,-0.194638741,-0.593307439,-0.109069098,0.24756694,0,-0.109905964,-0.240577528,0.563439816,-0.651802769,-0.370926457,0,-0.071396005,-0.437447863,0.581969863,-0.105509383,1.335286851,0,0,0,-0.106896185,0.054284201,0.086297744,0.276198448,-0.210082768,1.120786075,-0.111057259,0.656372497,0,0.191426301,0,0.509063123,-0.231128981,0.408194828,0.384515763,-0.463606428,-0.363271503,0.326482699,-0.328033258,0,0.633940106,0,0.422098008,-0.241224148,0.025657043,0.233470708,-0.028473381,0.109438957,1.40905871,0,-0.268457216,0.06765201,0.481208427,1.208110241,0.516878391,-0.09953584,0.19089329,0.206160963,0.777149112,0.015595914,0,-0.727275308,-0.082719834,0.008769094,-0.528538453,-0.596254315,0.242790777,-0.021728679,-0.32559966,0,-0.799671579,0.112369857,0.683262616,0.054614548,-0.584580017,-0.120126,0.320934955,-0.313882925,0.971834037,0.686988183,-0.543851267,-0.98524213,-0.394672157,0,0,0,-0.53633317,-0.438081434,-0.491589539,0.398631907,0.609561355,-0.079156771,-0.319978918,-0.523381988,0,0.048704024,-0.416275847,-0.456888911,-0.638946623,0.089608945,0,-0.498128608,-0.199594071,0,-0.507244233,-0.045848696,1.63254494,0.995622672,-0.309718136,0.050202443,-0.309111972,0,0.878139406,-0.091529938,-0.023909778,-0.403852276,-0.175354607,0.162290053,0,-0.17367754,0,-0.329920829,0.103651257,0,0.125822284,0,0.655499989,0.843202791,0,0.032544814,0.31127545,-0.230310711,-0.409111142,0,0.665557237,0,0,-0.426280477,0.5337249,0.37421825,0.467308814,0,-0.307060214,-0.871164785,1.015634168,0.628268373,0.320368758,-0.283246605,0.011260908,-0.297709677,-0.384064377,0.164551102,0,-0.531339558,-0.022600765,1.313204032,0,1.012229081,0.366980906,-0.262308792,0,0.855077363,0.184638044,0.31155368,0,0,0.162291013
DLAT,4,0,0.058733529,0.7441484,0.08999414,-0.504044767,-0.004757747,0,0,-0.117470523,0.44070678,-0.210125047,-0.008567515,0,0.634562983,-0.026011674,-0.132767409,0,0.215533534,0.066567056,0.235677792,0.080505754,0,0.435027204,-0.101419459,0.41682344,0.233465952,0.579632169,0.120350571,-0.351792977,-0.466928365,0.041210292,0,-0.363193027,0,0.775591935,0,0.395353729,0.505617116,0.303481556,0.197329525,0.724435607,0,0,0.214664527,-0.306779685,0.054240296,-0.037236884,-0.181520834,-0.168888932,-0.107985686,-0.371076803,-0.594025543,0.351420817,0.111106441,-0.147053504,0,0.11770314,0.33698543,-0.106371336,0,-0.610127385,0.24726669,-0.16756284,-0.390393282,0,0,0,-0.239977835,0.541280393,0.030075298,0,0.288631048,-0.553182321,-0.460960586,-0.18080689,1.226700943,0.114448673,1.630632106,0.126073161,0.004277694,0.919902585,-0.215238015,0.403404625,0.342815489,0,-0.060483595,-0.197905001,0,0.338170357,1.406460946,0,-0.98890268,0,-0.256962881,0,-0.010725118,0.110650427,0,0,0,-0.037409624,0.364132948,0.799981637,-0.19702212,0,0,0,0.22495186,-0.598770299,0.407106753,0.627559261,-0.336594794,-0.173145937,0.014153098,0,0.62698209,-0.083939036,0,0.114184123,-0.030353308,-0.057334699,-0.970985298,0.449755935,-0.289807452,0.012379141,0.479986262,0.064921944,0,-0.076305452,-0.275973068,0,0.036728524,0.636764825,-0.364819777,-0.046334275,-0.603992262,-0.012425252,0.375651696,0,0,-0.258855376,0.419765504,0,0,-0.160579069,0,0,0.020656976,-0.019280893,0,0,0,-0.314894443,0.200934571,-0.118209387,0.205516074,0.259131193,-0.223686612,-0.038443693,-1.385038456,0,0.451961799,0.164823368,-0.270714646,0,-0.179457984,-0.272207296,-0.228916928,0,0,0.058703918,-0.676197403,0,0,-0.203871361,3.291811996,-0.194648547,-0.158732524,0.102361333,0.565666775,0.775526771,0.070143382,0,0.054787799,-0.122090176,0.552709898,0,-0.29369541,1.175877987,0.280686176,-0.546264684,0,0,0.420702219,-0.049236615,-0.555548071,0
KIF2A,4,0,0.216612143,0.281437587,0.031124013,0.138648548,0,0.271429695,-0.42445068,-0.33226415,0,0.270463524,-0.062290018,0,-0.03782395,0,0.092349678,-0.614625012,-0.064081966,0.027041232,0.113238445,-0.079638036,0,0.041538327,1.20371255,-0.221464135,0.05171638,0,0,0.040869947,0.443710579,0,0,0.335659257,0.08858377,-0.057448054,-0.20523088,-0.025021561,-0.000180976,-0.215069777,0.131546767,0.108011548,-0.087133974,0.056945872,-0.081749555,0.371900583,-0.241608684,-0.031214982,0.026417496,0,-0.192760566,0.28318869,0.290916749,0,0,0,0.087831135,-0.301215599,0.356388026,0.280880955,0,0,0.088761131,-0.262053037,-0.167926137,0.035059689,0.035717944,0,0,-0.267317634,-0.152908483,-0.076099345,-0.114423471,0,0,-0.073440353,0.005371925,0.399847583,0,0,0,0.193032913,0.174409818,-0.033101022,-0.023733132,0.601626583,0.125171598,0.191727957,-0.417910299,-0.344388263,0.135334659,-0.254694413,-0.067313934,0,-0.243875723,-0.049721385,-0.043306764,-0.139272054,-0.481269837,0,0,0,0,-0.277312384,0.079779224,-0.091443306,0,-0.598916492,0,0,1.078499313,0,0,0,0.099778169,0.601809891,0,-0.087821785,-0.414802725,0.103326033,0.122450967,0.141206553,0.119796322,-0.251094217,-0.356840642,0.923104949,0.110579921,0,-0.053090606,0,0.06486128,0.247582279,-0.392039329,-0.287307221,0,-0.337439066,0,-0.258153026,0.891610386,0,0.137821352,-0.138940233,0.014639146,-0.063575806,-0.184252196,-0.205573683,-0.05443505,0.30949091,0.020529013,0.222398543,0.158400075,-0.003423419,0.112220809,0,0,-0.234740815,-0.035364606,-0.287427911,-0.010812712,-0.233618554,-0.597702411,0.192766629,0.055056095,0,0,0.192395455,0,0,0.184287193,0.037801347,0,-0.18105005,-0.343263533,0.670507265,0.189530865,0.217019414,-0.176159454,-0.027216597,0.023457208,0.127460297,0.149913811,0.038143328,0.137998055,0.392827455,0,-0.296111734,-0.256038344,0.021140521,-0.046774773,1.005440025,0,-0.124109671,0,-0.367467653,0.147776298,0.172047944,0.868257448,0.070541994
MYH8,4,-0.195574758,-0.053232919,0.642790925,-0.056499059,0,-0.340113014,0,0,-0.05108192,-0.10970609,-0.010531588,-0.225220594,-0.427260243,-0.39068423,0,-0.246209,-0.328059397,0.027843264,0.535490943,0.134831417,0,0,0.017454537,-0.398074216,0.811820865,-0.30227026,0,0.322922511,0.105319815,0.819028431,0,0,-0.428085126,-0.426782655,-0.029440474,0.017657484,-0.328396967,-0.218812663,-0.075709332,-0.224314203,0.204386549,0.033142696,1.197452627,-0.397315896,-0.267104399,0.139720829,-0.304212476,-0.813819305,0,-0.112113358,0.039817575,0.067888734,0.038802474,-0.107656868,0.397935427,-0.015759834,0,-0.357699118,-0.241917968,-0.097787682,0,0.522149985,-0.484889468,0,-0.237974938,0,0,0.02180417,0.435240938,0.97572263,0.253632275,-0.113353757,0.426233729,0.120022133,0,0,-0.063588546,0.178902601,0,-0.203238435,0,-0.185355565,-0.068714025,-0.036726592,0,1.428361369,0.247130398,0,-0.532072389,-0.757328346,0.29982386,0.122557947,0.166187148,0.167621005,0,-0.151562506,0.234311939,0.159340578,0.316420887,-0.028236391,0.400202178,0,0.005815755,0.012332585,-0.012143624,0.393051154,0,-0.18877858,-0.712965844,0.310636397,0.243575156,-0.099721304,0,-0.466102476,-0.257780679,0.096903987,0,-0.423729478,1.005215555,-0.271655036,0,0,0.101028971,-0.015067376,0.063678672,0.062008294,0.36530744,0,-0.219108067,0.579164184,0.101886096,0,0.915802159,-0.241960163,0,-0.013648856,0.105160937,0.311292268,0,0.176731876,0.275002895,0,0.068133568,-0.358065194,-0.830300497,-0.484681195,0.371168933,-0.77355016,0.418183704,-0.92216272,-0.08268309,-0.307914744,0.321546682,-0.266409813,-0.513888198,-0.185341309,0.352303616,-0.230346081,-0.041952418,0,-0.01198524,0.338620086,-0.05008344,0,0,1.03821451,1.061441773,-0.099711128,0.051784976,0,-0.164609132,-0.061472314,0.079553977,0.005205724,0.038793808,-0.059174149,0,0.044937249,0.278026462,0,0,-0.10886708,0.304375094,-0.120288945,0,-1.470880709,0.951801625,1.037385405,-0.78612213,-0.648407993,-0.270537042,1.715925141,0.293707728,0.219943764,0,-0.214003046,-0.36723216
PLK1,4,-0.086879118,-0.41506898,-0.080256233,-0.546522412,-0.190187172,1.027048506,0.486044908,0.727332451,-0.922854023,-0.116624243,-0.477582842,0,0,-0.895737009,-0.218235107,0.206741211,1.109341537,-0.086442076,0,-0.284997862,-0.252507935,0,-0.177326264,-0.105391931,0,0,0.017053098,0,-1.339411811,0.817824688,-0.447428389,-0.633271943,-0.394050871,-1.533590528,0,-1.037352404,0.953313363,0.892820997,0.243488254,-0.433171242,0.086886787,0.810237743,-0.234481179,-0.070847255,0.928418232,0,0.820419687,0.652436843,0,-0.245032596,0.269786767,-0.933322258,0,-0.206195588,-0.158262953,-0.374708264,-0.073614367,0,0.292400466,-0.203189916,0,0,-0.496475029,-0.326192904,-0.776768026,0,-0.482235567,-0.159290103,0.540371982,0.218177328,0.496272523,-0.172475371,0.549357903,0,-0.853161241,0.778822539,0,-0.31757232,0.17930399,0,-0.148049468,-0.290895975,0.114657291,0,0,1.092521723,0.633040623,-0.417291416,-0.527491523,0,0,0.141778696,2.6036397,0.373660713,0.131762131,0.299918171,0,0,0,1.225916349,1.954595353,1.330425688,0.09335465,0.697253092,0,-0.592921902,0.206402236,-0.831204161,0.295778275,0.648779006,-0.920658566,-0.365542193,0,-0.211765814,0,0.046543603,0.367153389,-0.494053912,-1.395901503,0.063345822,-0.691608185,-0.17632508,0.918723597,-0.323897994,0,0,-0.031857334,0.400681209,-1.480744476,0.120563571,0.089314843,0,0.812462682,0,0.412749004,-0.330796304,0.207398238,0.04314941,0.330637475,-0.065055053,-0.188165977,-0.332244799,-0.315141211,0.242462577,0.222653005,0.090541945,-0.204439565,0,-0.407672826,-0.062612146,-0.22937796,0,0.414941862,-0.017999484,0.357375583,-0.26674521,-0.844963691,1.047153408,-0.883022233,0.163039069,-0.532039607,1.184892907,-0.159418943,2.307463455,0.122500856,0,0,-0.141203002,-0.125772492,0.966323668,0.806688246,0.97693386,0.538246472,1.537683366,0.868956653,0.04907922,1.160930831,-0.165964973,-0.206973107,0.054981137,0.638868369,0.379552232,0.213699123,-0.263238002,0,0.093336332,0.463050027,-1.987312143,-0.343286998,0,0.169037078,0.703489111,-0.011625979,-0.159317943,0,-0.302480621,-0.305003293
